index|name|length|gloss|char|word|postag
000222|S000075_P0008_T00|115|我 儿子 工作 在 哪|我 儿 子 在 哪 儿 工 作 ？|我 儿子 在 哪儿 工作 ？|r n p r vn w
000223|S000076_P0000_T00|110|我 儿子 医生 医院 工作 在 这|我 儿 子 在 医 院 工 作 ， 他 是 医 生 。|我 儿子 在 医院 工作 ， 他 是 医生 。|r n p n v w r v n w
000224|S000076_P0004_T00|86|我 儿子 医生 医院 工作 在 这|我 儿 子 在 医 院 工 作 ， 他 是 医 生 。|我 儿子 在 医院 工作 ， 他 是 医生 。|r n p n v w r v n w
000225|S000076_P0008_T00|175|我 儿子 医生 医院 工作 在 这|我 儿 子 在 医 院 工 作 ， 他 是 医 生 。|我 儿子 在 医院 工作 ， 他 是 医生 。|r n p n v w r v n w
000226|S000077_P0000_T00|60|我 朋友 学校 在 这|我 朋 友 在 学 校 。|我 朋友 在 学校 。|r n p n w
000227|S000077_P0004_T00|47|我 朋友 学校 在 这|我 朋 友 在 学 校 。|我 朋友 在 学校 。|r n p n w
000228|S000077_P0008_T00|127|我 朋友 学校 在 这|我 朋 友 在 学 校 。|我 朋友 在 学校 。|r n p n w
000229|S000078_P0000_T00|34|妈妈 房子 在|妈 妈 在 家 里 。|妈妈 在 家里 。|n p s w
000230|S000078_P0004_T00|47|妈妈 房子 在|妈 妈 在 家 里 。|妈妈 在 家里 。|n p s w
000231|S000078_P0008_T00|84|妈妈 房子 在|妈 妈 在 家 里 。|妈妈 在 家里 。|n p s w
000232|S000079_P0000_T00|69|椅子 下 狗 在|小 狗 在 椅 子 下 面 。|小狗 在 椅子 下面 。|n p n f w
000233|S000079_P0004_T00|57|椅子 下 狗 在|小 狗 在 椅 子 下 面 。|小狗 在 椅子 下面 。|n p n f w
000234|S000079_P0008_T00|138|椅子 下 狗 在|小 狗 在 椅 子 下 面 。|小狗 在 椅子 下面 。|n p n f w
000235|S000080_P0000_T00|30|我 喝 杯子 去 哪|我 的 杯 子 在 哪 里 ？|我 的 杯子 在 哪里 ？|r u n v r w
000236|S000080_P0004_T00|49|我 喝 杯子 去 哪|我 的 杯 子 在 哪 里 ？|我 的 杯子 在 哪里 ？|r u n v r w
000237|S000080_P0008_T00|74|我 喝 杯子 去 哪|我 的 杯 子 在 哪 里 ？|我 的 杯子 在 哪里 ？|r u n v r w
000238|S000081_P0000_T00|45|你 朋友 在 哪|你 的 朋 友 在 哪 里 ？|你 的 朋友 在 哪里 ？|r u n v r w
000239|S000081_P0004_T00|45|你 朋友 在 哪|你 的 朋 友 在 哪 里 ？|你 的 朋友 在 哪里 ？|r u n v r w
000240|S000081_P0008_T00|74|你 朋友 在 哪|你 的 朋 友 在 哪 里 ？|你 的 朋友 在 哪里 ？|r u n v r w
000241|S000082_P0000_T00|41|小 猫 在 哪|小 猫 在 哪 里 ？|小 猫 在 哪里 ？|a n v r w
000242|S000082_P0004_T00|46|小 猫 在 哪|小 猫 在 哪 里 ？|小 猫 在 哪里 ？|a n v r w
000243|S000082_P0008_T00|69|小 猫 在 哪|小 猫 在 哪 里 ？|小 猫 在 哪里 ？|a n v r w
000244|S000083_P0000_T00|63|我 朋友 房子 茶叶 喝|我 在 朋 友 家 喝 茶 。|我 在 朋友 家 喝茶 。|r p n n v w
000245|S000083_P0004_T00|84|我 朋友 房子 茶叶 喝|我 在 朋 友 家 喝 茶 。|我 在 朋友 家 喝茶 。|r p n n v w
000246|S000083_P0008_T00|116|我 朋友 房子 茶叶 喝|我 在 朋 友 家 喝 茶 。|我 在 朋友 家 喝茶 。|r p n n v w
000247|S000084_P0000_T00|68|他们 学校 看 书|他 们 在 学 校 看 书 。|他们 在 学校 看书 。|r p n v w
000248|S000084_P0004_T00|71|他们 学校 看 书|他 们 在 学 校 看 书 。|他们 在 学校 看书 。|r p n v w
000249|S000084_P0008_T00|106|他们 学校 看 书|他 们 在 学 校 看 书 。|他们 在 学校 看书 。|r p n v w
000250|S000085_P0000_T00|48|桌子 有 什么|桌 子 上 有 什 么 ？|桌子 上 有 什么 ？|n v v r w
000251|S000085_P0004_T00|48|桌子 有 什么|桌 子 上 有 什 么 ？|桌子 上 有 什么 ？|n v v r w
000252|S000085_P0008_T00|66|桌子 有 什么|桌 子 上 有 什 么 ？|桌子 上 有 什么 ？|n v v r w
000253|S000086_P0000_T00|90|桌子 书 1 电脑 1|桌 子 上 有 一 本 书 和 一 台 电 脑 。|桌子 上 有 一 本书 和 一 台 电脑 。|n v v m r c m q n w
000254|S000086_P0004_T00|93|桌子 书 1 电脑 1|桌 子 上 有 一 本 书 和 一 台 电 脑 。|桌子 上 有 一 本书 和 一 台 电脑 。|n v v m r c m q n w
000255|S000086_P0008_T00|118|桌子 书 1 电脑 1|桌 子 上 有 一 本 书 和 一 台 电 脑 。|桌子 上 有 一 本书 和 一 台 电脑 。|n v v m r c m q n w
000256|S000087_P0000_T00|54|这 人 名字 什么|这 个 人 叫 什 么 名 字 ？|这个 人 叫 什么 名字 ？|r n v r n w
000257|S000087_P0004_T00|58|这 人 名字 什么|这 个 人 叫 什 么 名 字 ？|这个 人 叫 什么 名字 ？|r n v r n w
000258|S000087_P0008_T00|85|这 人 名字 什么|这 个 人 叫 什 么 名 字 ？|这个 人 叫 什么 名字 ？|r n v r n w
000259|S000088_P0000_T00|83|他 小 红 医院 工作|她 叫 小 红 ， 在 医 院 工 作 。|她 叫 小红 ， 在 医院 工作 。|r v nr w p n v w
000260|S000088_P0004_T00|73|他 小 红 医院 工作|她 叫 小 红 ， 在 医 院 工 作 。|她 叫 小红 ， 在 医院 工作 。|r v nr w p n v w
000261|S000089_P0000_T00|49|后 人 名字 什么|后 面 那 个 人 叫 什 么 名 字 ？|后面 那个 人 叫 什么 名字 ？|f r n v r n w
000262|S000089_P0004_T00|57|后 人 名字 什么|后 面 那 个 人 叫 什 么 名 字 ？|后面 那个 人 叫 什么 名字 ？|f r n v r n w
000263|S000090_P0000_T00|87|他 小 明 商店 工作|他 叫 小 明 ， 在 商 店 工 作 。|他 叫 小明 ， 在 商店 工作 。|r v nr w p n v w
000264|S000090_P0004_T00|100|他 小 明 商店 工作|他 叫 小 明 ， 在 商 店 工 作 。|他 叫 小明 ， 在 商店 工作 。|r v nr w p n v w
000265|S000091_P0000_T00|41|这 人 有|这 儿 有 人 吗 ？|这儿 有人 吗 ？|r r y w
000266|S000091_P0004_T00|49|这 人 有|这 儿 有 人 吗 ？|这儿 有人 吗 ？|r r y w
000267|S000092_P0000_T00|26|没有|没 有 。|没有 。|v w
000268|S000092_P0004_T00|25|没有|没 有 。|没有 。|v w
000269|S000093_P0000_T00|57|这 在 我 可以|我 能 坐 这 儿 吗 ？|我 能 坐 这儿 吗 ？|r v v r y w
000270|S000093_P0004_T00|56|这 在 我 可以|我 能 坐 这 儿 吗 ？|我 能 坐 这儿 吗 ？|r v v r y w
000271|S000094_P0000_T00|27|在 请|请 坐 。|请 坐 。|v v w
000272|S000094_P0004_T00|25|在 请|请 坐 。|请 坐 。|v v w
000273|S000095_P0000_T00|65|你 椅子 这 有 什么|你 的 椅 子 上 面 有 什 么 ？|你 的 椅子 上面 有 什么 ？|r u n f v r w
000274|S000095_P0004_T00|55|你 椅子 这 有 什么|你 的 椅 子 上 面 有 什 么 ？|你 的 椅子 上面 有 什么 ？|r u n f v r w
000275|S000096_P0000_T00|63|我 椅子 这 小 猫|我 的 椅 子 上 面 有 一 只 小 猫 。|我 的 椅子 上面 有 一 只 小 猫 。|r u n f v m q a n w
000276|S000096_P0004_T00|65|我 椅子 这 小 猫|我 的 椅 子 上 面 有 一 只 小 猫 。|我 的 椅子 上面 有 一 只 小 猫 。|r u n f v m q a n w
000277|S000097_P0000_T00|73|学校 里 位置 商店|学 校 里 有 一 家 商 店 。|学校 里 有 一家 商店 。|n f v n n w
000278|S000097_P0004_T00|83|学校 里 位置 商店|学 校 里 有 一 家 商 店 。|学校 里 有 一家 商店 。|n f v n n w
000279|S000098_P0000_T00|96|我 朋友 中国 1 美国 1|我 有 一 个 中 国 朋 友 和 一 个 美 国 朋 友 。|我 有 一个 中国 朋友 和 一个 美国 朋友 。|r v m ns n c m ns n w
000280|S000098_P0004_T00|83|我 朋友 中国 1 美国 1|我 有 一 个 中 国 朋 友 和 一 个 美 国 朋 友 。|我 有 一个 中国 朋友 和 一个 美国 朋友 。|r v m ns n c m ns n w
000281|S000099_P0000_T00|44|今天 点 多少|现 在 几 点 ？|现在 几 点 ？|t m n w
000282|S000099_P0004_T00|37|今天 点 多少|现 在 几 点 ？|现在 几 点 ？|t m n w
000283|S000099_P0008_T00|75|今天 点 多少|现 在 几 点 ？|现在 几 点 ？|t m n w
000284|S000100_P0000_T00|42|今天 点 十|现 在 十 点 。|现在 十点 。|t n w
000285|S000100_P0004_T00|53|今天 点 十|现 在 十 点 。|现在 十点 。|t n w
000286|S000100_P0008_T00|75|今天 点 十|现 在 十 点 。|现在 十点 。|t n w
000287|S000101_P0000_T00|43|中午 吃 点 多少|中 午 几 点 吃 饭 ？|中午 几点 吃饭 ？|t n v w
000288|S000101_P0004_T00|62|中午 吃 点 多少|中 午 几 点 吃 饭 ？|中午 几点 吃饭 ？|t n v w
000289|S000101_P0008_T00|87|中午 吃 点 多少|中 午 几 点 吃 饭 ？|中午 几点 吃饭 ？|t n v w
000290|S000102_P0000_T00|64|爸爸 去 房子 点 什么|爸 爸 什 么 时 候 回 家 ？|爸爸 什么 时候 回家 ？|n r n v w
000291|S000102_P0004_T00|62|爸爸 去 房子 点 什么|爸 爸 什 么 时 候 回 家 ？|爸爸 什么 时候 回家 ？|n r n v w
000292|S000102_P0008_T00|113|爸爸 去 房子 点 什么|爸 爸 什 么 时 候 回 家 ？|爸爸 什么 时候 回家 ？|n r n v w
000293|S000103_P0000_T00|38|下午 点 5|下 午 五 点 。|下午 五点 。|t t w
000294|S000103_P0004_T00|38|下午 点 5|下 午 五 点 。|下午 五点 。|t t w
000295|S000103_P0008_T00|72|下午 点 5|下 午 五 点 。|下午 五点 。|t t w
000296|S000104_P0000_T00|75|我们 看 电影 什么 时间|我 们 什 么 时 候 去 看 电 影 ？|我们 什么 时候 去 看 电影 ？|r r n v v n w
000297|S000104_P0004_T00|60|我们 看 电影 什么 时间|我 们 什 么 时 候 去 看 电 影 ？|我们 什么 时候 去 看 电影 ？|r r n v v n w
000298|S000104_P0008_T00|118|我们 看 电影 什么 时间|我 们 什 么 时 候 去 看 电 影 ？|我们 什么 时候 去 看 电影 ？|r r n v v n w
000299|S000105_P0000_T00|73|我 星期 1 去 北京|我 星 期 一 去 北 京 。|我 星期一 去 北京 。|r t v ns w
000300|S000105_P0004_T00|50|我 星期 1 去 北京|我 星 期 一 去 北 京 。|我 星期一 去 北京 。|r t v ns w
000301|S000105_P0008_T00|116|我 星期 1 去 北京|我 星 期 一 去 北 京 。|我 星期一 去 北京 。|r t v ns w
000302|S000106_P0000_T00|67|北京 你 想 睡觉 天 多少|你 想 在 北 京 住 几 天 ？|你 想 在 北京 住 几 天 ？|r v p ns v m q w
000303|S000106_P0004_T00|75|北京 你 想 睡觉 天 多少|你 想 在 北 京 住 几 天 ？|你 想 在 北京 住 几 天 ？|r v p ns v m q w
000304|S000106_P0008_T00|99|北京 你 想 睡觉 天 多少|你 想 在 北 京 住 几 天 ？|你 想 在 北京 住 几 天 ？|r v p ns v m q w
000305|S000107_P0000_T00|37|睡觉 天 3|住 三 天 。|住 三 天 。|v m q w
000306|S000107_P0004_T00|38|睡觉 天 3|住 三 天 。|住 三 天 。|v m q w
000307|S000107_P0008_T00|51|睡觉 天 3|住 三 天 。|住 三 天 。|v m q w
000308|S000108_P0000_T00|50|星期 5 前 去 房子 可以|星 期 五 前 能 回 家 吗 ？|星期五 前 能 回家 吗 ？|t f v v y w
000309|S000108_P0004_T00|53|星期 5 前 去 房子 可以|星 期 五 前 能 回 家 吗 ？|星期五 前 能 回家 吗 ？|t f v v y w
000310|S000108_P0008_T00|81|星期 5 前 去 房子 可以|星 期 五 前 能 回 家 吗 ？|星期五 前 能 回家 吗 ？|t f v v y w
000311|S000109_P0000_T00|39|星期 5 可以 去 房子|星 期 五 能 到 家 。|星期五 能 到家 。|t v v w
000312|S000109_P0004_T00|47|星期 5 可以 去 房子|星 期 五 能 到 家 。|星期五 能 到家 。|t v v w
000313|S000109_P0008_T00|77|星期 5 可以 去 房子|星 期 五 能 到 家 。|星期五 能 到家 。|t v v w
000314|S000110_P0000_T00|69|你 去 什么 什么 时间 可以 去 房子|你 去 哪 里 ？ 什 么 时 候 能 回 家 ？|你 去 哪里 ？ 什么 时候 能 回家 ？|r v r w r n v v w
000315|S000110_P0004_T00|90|你 去 什么 什么 时间 可以 去 房子|你 去 哪 里 ？ 什 么 时 候 能 回 家 ？|你 去 哪里 ？ 什么 时候 能 回家 ？|r v r w r n v v w
000316|S000110_P0008_T00|149|你 去 什么 什么 时间 可以 去 房子|你 去 哪 里 ？ 什 么 时 候 能 回 家 ？|你 去 哪里 ？ 什么 时候 能 回家 ？|r v r w r n v v w
000317|S000111_P0000_T00|37|今天 下雨 会|今 天 会 下 雨 吗 ？|今天 会 下雨 吗 ？|t v v y w
000318|S000111_P0004_T00|36|今天 下雨 会|今 天 会 下 雨 吗 ？|今天 会 下雨 吗 ？|t v v y w
000319|S000111_P0008_T00|70|今天 下雨 会|今 天 会 下 雨 吗 ？|今天 会 下雨 吗 ？|t v v y w
000320|S000112_P0000_T00|43|今天 下雨 不会|今 天 不 会 下 雨 。|今天 不 会 下雨 。|t d v v w
000321|S000112_P0004_T00|44|今天 下雨 不会|今 天 不 会 下 雨 。|今天 不 会 下雨 。|t d v v w
000322|S000112_P0008_T00|74|今天 下雨 不会|今 天 不 会 下 雨 。|今天 不 会 下雨 。|t d v v w
000323|S000113_P0000_T00|79|今天 小 王 今天 会 来|小 王 今 天 会 来 吗 ？|小王 今天 会 来 吗 ？|nr t v v y w
000324|S000113_P0004_T00|71|今天 小 王 今天 会 来|小 王 今 天 会 来 吗 ？|小王 今天 会 来 吗 ？|nr t v v y w
000325|S000113_P0008_T00|117|今天 小 王 今天 会 来|小 王 今 天 会 来 吗 ？|小王 今天 会 来 吗 ？|nr t v v y w
000326|S000114_P0000_T00|87|来 不 天气 冷|不 来 ， 天 气 太 冷 了 。|不 来 ， 天气 太 冷 了 。|d v w n d a y w
000327|S000114_P0004_T00|73|来 不 天气 冷|不 来 ， 天 气 太 冷 了 。|不 来 ， 天气 太 冷 了 。|d v w n d a y w
000328|S000114_P0008_T00|98|来 不 天气 冷|不 来 ， 天 气 太 冷 了 。|不 来 ， 天气 太 冷 了 。|d v w n d a y w
000329|S000115_P0000_T00|86|昨天 北京 天气 怎么样|昨 天 北 京 的 天 气 怎 么 样 ？|昨天 北京 的 天气 怎么样 ？|t ns u n r w
000330|S000115_P0004_T00|88|昨天 北京 天气 怎么样|昨 天 北 京 的 天 气 怎 么 样 ？|昨天 北京 的 天气 怎么样 ？|t ns u n r w
000331|S000115_P0008_T00|119|昨天 北京 天气 怎么样|昨 天 北 京 的 天 气 怎 么 样 ？|昨天 北京 的 天气 怎么样 ？|t ns u n r w
000332|S000116_P0000_T00|86|昨天 北京 天气 热|昨 天 北 京 的 天 气 很 热 。|昨天 北京 的 天气 很 热 。|t ns u n d a w
000333|S000116_P0004_T00|82|昨天 北京 天气 热|昨 天 北 京 的 天 气 很 热 。|昨天 北京 的 天气 很 热 。|t ns u n d a w
000334|S000116_P0008_T00|131|昨天 北京 天气 热|昨 天 北 京 的 天 气 很 热 。|昨天 北京 的 天气 很 热 。|t ns u n d a w
000335|S000117_P0000_T00|70|明天 上海 天气 怎么样|明 天 上 海 的 天 气 怎 么 样 ？|明天 上海 的 天气 怎么样 ？|t ns u n r w
000336|S000117_P0004_T00|74|明天 上海 天气 怎么样|明 天 上 海 的 天 气 怎 么 样 ？|明天 上海 的 天气 怎么样 ？|t ns u n r w
000337|S000117_P0008_T00|129|明天 上海 天气 怎么样|明 天 上 海 的 天 气 怎 么 样 ？|明天 上海 的 天气 怎么样 ？|t ns u n r w
000338|S000118_P0000_T00|118|明天 天气 好 冷 不 热 不|明 天 天 气 很 好 ， 不 冷 不 热 。|明天 天气 很 好 ， 不冷不热 。|t n d a w i w
000339|S000118_P0004_T00|93|明天 天气 好 冷 不 热 不|明 天 天 气 很 好 ， 不 冷 不 热 。|明天 天气 很 好 ， 不冷不热 。|t n d a w i w
000340|S000118_P0008_T00|178|明天 天气 好 冷 不 热 不|明 天 天 气 很 好 ， 不 冷 不 热 。|明天 天气 很 好 ， 不冷不热 。|t n d a w i w
000341|S000119_P0000_T00|44|你 身体 怎么样|你 身 体 怎 么 样 ？|你 身体 怎么样 ？|r n r w
000342|S000119_P0004_T00|52|你 身体 怎么样|你 身 体 怎 么 样 ？|你 身体 怎么样 ？|r n r w
000343|S000119_P0008_T00|77|你 身体 怎么样|你 身 体 怎 么 样 ？|你 身体 怎么样 ？|r n r w
000344|S000120_P0000_T00|165|我 身体 不好 天气 热 吃 想 不|我 身 体 不 太 好 。 天 气 太 热 了 ， 不 想 吃 饭 。|我 身体 不 太 好 。 天气 太 热 了 ， 不 想 吃饭 。|r n d d a w n d a y w d v v w
000345|S000120_P0004_T00|166|我 身体 不好 天气 热 吃 想 不|我 身 体 不 太 好 。 天 气 太 热 了 ， 不 想 吃 饭 。|我 身体 不 太 好 。 天气 太 热 了 ， 不 想 吃饭 。|r n d d a w n d a y w d v v w
000346|S000120_P0008_T00|221|我 身体 不好 天气 热 吃 想 不|我 身 体 不 太 好 。 天 气 太 热 了 ， 不 想 吃 饭 。|我 身体 不 太 好 。 天气 太 热 了 ， 不 想 吃饭 。|r n d d a w n d a y w d v v w
000347|S000121_P0000_T00|90|你 水果 多 吃 水 喝 多|你 多 吃 些 水 果 ， 多 喝 水 。|你 多 吃 些 水果 ， 多 喝 水 。|r ad v q n w d v n w
000348|S000121_P0004_T00|94|你 水果 多 吃 水 喝 多|你 多 吃 些 水 果 ， 多 喝 水 。|你 多 吃 些 水果 ， 多 喝 水 。|r ad v q n w d v n w
000349|S000121_P0008_T00|228|你 水果 多 吃 水 喝 多|你 多 吃 些 水 果 ， 多 喝 水 。|你 多 吃 些 水果 ， 多 喝 水 。|r ad v q n w d v n w
000350|S000122_P0000_T00|42|谢谢 医生|谢 谢 医 生 。|谢谢 医生 。|v n w
000351|S000122_P0004_T00|33|谢谢 医生|谢 谢 医 生 。|谢谢 医生 。|v n w
000352|S000122_P0008_T00|51|谢谢 医生|谢 谢 医 生 。|谢谢 医生 。|v n w
000353|S000123_P0000_T00|38|明天 下雨 会|明 天 会 下 雨 吗 ？|明天 会 下雨 吗 ？|t v v y w
000354|S000123_P0004_T00|40|明天 下雨 会|明 天 会 下 雨 吗 ？|明天 会 下雨 吗 ？|t v v y w
000355|S000123_P0008_T00|61|明天 下雨 会|明 天 会 下 雨 吗 ？|明天 会 下雨 吗 ？|t v v y w
000356|S000124_P0000_T00|50|明天 下雨 不会|明 天 不 会 下 雨 。|明天 不 会 下雨 。|t d v v w
000357|S000124_P0004_T00|47|明天 下雨 不会|明 天 不 会 下 雨 。|明天 不 会 下雨 。|t d v v w
000358|S000124_P0008_T00|71|明天 下雨 不会|明 天 不 会 下 雨 。|明天 不 会 下雨 。|t d v v w
000359|S000125_P0000_T00|28|你 做 什么|你 在 做 什 么 ？|你 在 做 什么 ？|r d v r w
000360|S000125_P0004_T00|25|你 做 什么|你 在 做 什 么 ？|你 在 做 什么 ？|r d v r w
000361|S000125_P0008_T00|44|你 做 什么|你 在 做 什 么 ？|你 在 做 什么 ？|r d v r w
000362|S000126_P0000_T00|38|我 看 书|我 在 看 书 。|我 在 看书 。|r d v w
000363|S000126_P0004_T00|38|我 看 书|我 在 看 书 。|我 在 看书 。|r d v w
000364|S000126_P0008_T00|52|我 看 书|我 在 看 书 。|我 在 看书 。|r d v w
000365|S000127_P0000_T00|62|小 王 看 书 一样|小 王 也 在 看 书 吗 ？|小王 也 在 看书 吗 ？|nr d d v y w
000366|S000127_P0004_T00|47|小 王 看 书 一样|小 王 也 在 看 书 吗 ？|小王 也 在 看书 吗 ？|nr d d v y w
000367|S000127_P0008_T00|94|小 王 看 书 一样|小 王 也 在 看 书 吗 ？|小王 也 在 看书 吗 ？|nr d d v y w
000368|S000128_P0000_T00|77|小 王 看 书 没有 上 网|小 王 没 有 看 书 ， 小 王 在 上 网 。|小王 没有 看书 ， 小王 在 上网 。|nr d v w n d v w
000369|S000128_P0004_T00|73|小 王 看 书 没有 上 网|小 王 没 有 看 书 ， 小 王 在 上 网 。|小王 没有 看书 ， 小王 在 上网 。|nr d v w n d v w
000370|S000128_P0008_T00|125|小 王 看 书 没有 上 网|小 王 没 有 看 书 ， 小 王 在 上 网 。|小王 没有 看书 ， 小王 在 上网 。|nr d v w n d v w
